heart_rate,temperature,acc_x,acc_y,acc_z,activity_label,acc_magnitude,acc_range,hr_temp_ratio
76.3,36.7,67.6,-5.9,982.6,sitting,984.9402672243632,988.5,0.20790190735694822
136.0,37.3,498.0,374.7,1156.9,running,1314.0858799941502,782.2,0.3646112600536193
59.2,36.3,101.1,-2.7,980.5,sitting,985.702160898514,983.2,0.16308539944903583
57.3,36.4,71.3,17.4,982.6,sitting,985.3371047514652,965.2,0.1574175824175824
95.6,36.9,140.8,179.4,990.4,walking,1016.3174504061218,849.5999999999999,0.25907859078590784
76.5,36.5,87.9,9.5,986.0,sitting,989.9558879061228,976.5,0.2095890410958904
68.7,36.4,101.0,-10.6,956.3,sitting,961.6772067591079,966.9,0.18873626373626373
131.4,37.7,737.4,224.1,1083.5,running,1329.6434935726193,859.4,0.3485411140583555
141.4,37.7,755.2,394.4,1113.2,running,1401.8176200918579,718.8000000000001,0.3750663129973475
142.3,37.2,700.2,262.9,1073.5,running,1308.357252435282,810.6,0.38252688172043015
79.1,36.2,73.5,-11.9,965.2,sitting,968.067611275163,977.1,0.21850828729281765
120.0,37.2,799.3,306.0,1093.8,running,1388.8538188016764,787.8,0.3225806451612903
140.7,37.8,625.1,385.5,1069.3,running,1297.2134558352377,683.8,0.3722222222222222
105.5,36.7,141.6,47.8,989.7,walking,1000.9203215041646,941.9000000000001,0.28746594005449594
137.0,37.2,607.6,267.2,1155.3,running,1332.400724256783,888.0999999999999,0.3682795698924731
153.0,37.5,844.3,334.8,1014.3,running,1361.5204809329898,679.5,0.408
69.1,36.7,80.2,-20.9,966.9,sitting,970.445495635896,987.8,0.18828337874659398
79.1,36.4,60.9,22.2,965.7,sitting,967.8729978669722,943.5,0.21730769230769229
71.6,36.2,55.9,-27.0,987.7,sitting,989.6489781735745,1014.7,0.19779005524861876
76.3,36.7,159.4,162.6,1021.7,walking,1046.7654990493336,862.3000000000001,0.20790190735694822
99.3,36.9,278.7,175.9,1003.0,walking,1055.7573111278937,827.1,0.26910569105691057
116.5,37.8,541.9,213.0,1041.8,running,1193.4705065480252,828.8,0.3082010582010582
156.5,37.6,500.0,317.8,1153.8,running,1297.0162990494762,836.0,0.4162234042553192
97.8,36.8,253.9,159.1,1031.9,walking,1074.5211165910143,872.8000000000001,0.2657608695652174
83.3,36.6,183.4,39.2,1051.0,walking,1067.6016110890803,1011.8,0.22759562841530054
152.2,37.1,618.1,370.1,1176.6,running,1379.6409605400963,806.4999999999999,0.4102425876010781
59.1,36.7,66.4,-5.8,972.9,sitting,975.1805012406677,978.6999999999999,0.16103542234332424
70.5,36.2,43.4,-8.6,992.7,sitting,993.685468344989,1001.3000000000001,0.19475138121546962
100.2,36.9,300.5,41.5,1036.4,walking,1079.8830770041727,994.9000000000001,0.27154471544715447
60.6,36.2,85.3,13.8,950.4,sitting,954.3200144605581,936.6,0.16740331491712707
82.0,36.8,157.5,41.1,1028.8,walking,1041.59728302257,987.6999999999999,0.22282608695652173
63.5,36.6,81.6,-16.6,953.4,sitting,957.0296129169672,970.0,0.17349726775956284
90.5,37.2,149.8,148.3,988.7,walking,1010.9206793809295,840.4000000000001,0.24327956989247312
90.6,36.8,297.3,60.9,1012.9,walking,1057.3847502210347,952.0,0.24619565217391304
76.4,36.1,74.7,-20.1,960.3,sitting,963.4107068120013,980.4,0.21163434903047093
80.7,36.7,141.0,127.7,1020.4,walking,1037.9809487654386,892.6999999999999,0.21989100817438692
72.7,36.3,46.0,-13.7,959.1,sitting,960.300213474932,972.8000000000001,0.20027548209366391
56.9,36.4,92.5,21.5,969.0,sitting,973.6423881487494,947.5,0.15631868131868132
128.1,37.2,630.5,379.7,1112.6,running,1334.0094077629287,732.8999999999999,0.3443548387096774
78.2,37.1,257.1,150.3,1030.9,walking,1073.0541971401074,880.6000000000001,0.21078167115902965
124.3,37.7,576.9,302.0,1030.2,running,1218.741010223255,728.2,0.32970822281167106
122.9,37.4,707.6,213.9,1075.1,running,1304.7187359733896,861.1999999999999,0.3286096256684492
148.1,37.3,485.3,389.1,1102.3,running,1265.6935608590256,713.1999999999999,0.3970509383378016
69.1,36.2,46.5,-8.1,970.4,sitting,971.5472299378965,978.5,0.19088397790055248
90.7,36.8,152.2,52.8,1036.5,walking,1048.944674422822,983.7,0.24646739130434783
62.8,36.4,90.0,2.1,962.8,sitting,966.9996122026109,960.6999999999999,0.17252747252747253
93.2,37.1,295.1,80.2,1046.1,walking,1089.8813054640398,965.8999999999999,0.25121293800539085
85.4,36.9,153.4,119.1,993.7,walking,1012.4999061728352,874.6,0.23143631436314366
72.9,36.3,107.7,28.0,979.2,sitting,985.5028817816822,951.2,0.20082644628099175
71.0,36.6,43.2,-27.0,964.8,sitting,966.1440265302062,991.8,0.19398907103825136
102.1,36.7,147.4,122.0,1043.6,walking,1060.9956267581879,921.5999999999999,0.2782016348773842
95.5,37.2,142.7,40.9,1012.0,walking,1022.8294579254158,971.1,0.2567204301075269
70.2,36.7,76.1,-22.9,988.8,sitting,991.9884374326144,1011.6999999999999,0.1912806539509537
143.2,37.5,823.4,211.6,1107.2,running,1395.941961544247,895.6,0.38186666666666663
62.9,36.2,46.6,30.9,964.7,sitting,966.3190259950386,933.8000000000001,0.17375690607734806
55.7,36.4,56.9,-9.0,954.2,sitting,955.9373671951527,963.2,0.15302197802197803
55.8,36.6,66.6,-25.1,970.5,sitting,973.1062737440345,995.6,0.15245901639344261
91.7,37.1,223.9,87.7,1045.4,walking,1072.6992402346523,957.7,0.24716981132075472
79.9,37.3,220.5,111.2,1043.6,walking,1072.4209294861787,932.3999999999999,0.21420911528150136
129.7,37.4,536.9,394.6,1024.8,running,1222.3689336693728,630.1999999999999,0.34679144385026733
126.5,37.5,465.5,266.5,1092.3,running,1216.8943216236978,825.8,0.3373333333333333
151.1,37.4,584.1,221.1,1045.2,running,1217.5800014783424,824.1,0.40401069518716576
128.2,37.1,508.2,221.6,1082.8,running,1216.4824865159383,861.1999999999999,0.34555256064690026
104.3,37.0,236.9,75.5,1016.0,walking,1045.981768483562,940.5,0.2818918918918919
153.1,37.0,574.1,244.6,1044.3,running,1216.5452971426917,799.6999999999999,0.4137837837837838
125.0,37.2,700.0,369.9,1080.2,running,1339.2751957682185,710.3000000000001,0.33602150537634407
57.9,36.5,58.1,7.5,981.8,sitting,983.5461860024673,974.3,0.15863013698630138
148.0,37.5,620.9,267.9,1195.3,running,1373.3278232090108,927.4,0.39466666666666667
95.2,36.7,198.5,119.9,1007.3,walking,1033.6496263241233,887.4,0.25940054495912807
77.8,36.9,180.6,103.7,986.8,walking,1008.5357157780779,883.0999999999999,0.210840108401084
134.7,37.2,731.4,306.9,1126.6,running,1377.810266328423,819.6999999999999,0.36209677419354835
64.0,36.3,88.8,-27.9,989.5,sitting,993.8682508260338,1017.4,0.1763085399449036
139.1,37.0,706.4,214.7,1086.0,running,1313.1995469082374,871.3,0.37594594594594594
130.3,37.5,691.7,255.9,1003.2,running,1245.128081765085,747.3000000000001,0.3474666666666667
56.2,36.7,71.0,8.6,980.6,sitting,983.2046175644214,972.0,0.15313351498637603
136.8,37.0,669.3,365.4,1202.8,running,1424.151498261333,837.4,0.3697297297297298
76.2,37.0,300.8,120.6,997.8,walking,1049.1090696395681,877.1999999999999,0.20594594594594595
88.4,36.9,147.8,80.7,1008.0,walking,1021.9693390704048,927.3,0.23956639566395665
135.0,37.7,531.6,343.4,1000.4,running,1183.7745900297066,657.0,0.35809018567639256
77.2,36.2,96.5,-3.6,972.2,sitting,976.9841605676113,975.8000000000001,0.21325966850828731
78.9,36.6,58.3,-1.5,954.2,sitting,955.980533274606,955.7,0.2155737704918033
85.9,36.8,132.6,148.7,1006.9,walking,1026.4219697570782,874.3,0.2334239130434783
95.8,36.9,213.7,43.2,1020.0,walking,1043.040713491089,976.8,0.25962059620596206
57.9,36.9,83.2,18.4,996.9,sitting,1000.535061854406,978.5,0.15691056910569107
103.9,36.9,152.4,94.8,1036.2,walking,1051.6288508784837,941.4000000000001,0.2815718157181572
99.6,37.0,194.1,135.6,998.2,walking,1025.8973681611626,862.6,0.26918918918918916
118.3,37.2,574.6,329.5,1070.6,running,1258.9359673946885,741.0999999999999,0.318010752688172
147.7,37.7,468.9,218.4,1144.8,running,1256.2375611324476,926.4,0.39177718832891245
103.2,37.2,122.2,128.6,981.8,walking,997.6983712525545,859.5999999999999,0.27741935483870966
79.9,36.7,134.8,66.7,1024.5,walking,1035.4806516782435,957.8,0.21771117166212536
68.7,36.8,107.8,15.3,970.3,sitting,976.3897889675004,955.0,0.18668478260869567
78.3,37.0,117.9,96.8,1019.0,walking,1030.355108688262,922.2,0.21162162162162163
94.4,37.1,248.9,141.3,985.1,walking,1025.8357129677247,843.8,0.25444743935309977
63.8,36.6,87.8,3.9,954.5,sitting,958.5375840310071,950.6,0.17431693989071037
97.6,37.1,334.8,151.6,1017.7,walking,1082.029061532083,866.1,0.26307277628032344
80.2,36.9,148.3,88.9,989.5,walking,1004.4930811110647,900.6,0.21734417344173443
88.4,36.7,316.1,165.4,1013.6,walking,1074.5516879145462,848.2,0.24087193460490464
91.5,36.7,263.2,176.1,994.3,walking,1043.512309462615,818.1999999999999,0.24931880108991825
82.7,37.1,256.0,123.5,1005.5,walking,1044.9011915008998,882.0,0.222911051212938
64.4,36.5,105.3,-8.4,975.7,sitting,981.4016201331646,984.1,0.17643835616438358
69.1,36.6,50.9,19.8,955.7,sitting,957.2592856692486,935.9000000000001,0.18879781420765027
61.4,36.6,71.7,14.3,949.7,sitting,952.5100891854113,935.4000000000001,0.16775956284153004
60.0,36.4,103.9,1.4,979.1,sitting,984.5983851296934,977.7,0.16483516483516483
79.8,36.6,248.9,80.7,1049.5,walking,1081.625605281236,968.8,0.21803278688524588
60.4,36.4,51.6,13.1,966.9,sitting,968.3644871637952,953.8,0.16593406593406593
122.1,37.6,453.6,299.4,1155.8,running,1277.2106169305046,856.4,0.3247340425531915
86.8,36.8,178.8,69.2,1014.0,walking,1031.9661234749908,944.8,0.2358695652173913
66.5,36.6,50.3,-29.5,967.5,sitting,969.2556886601182,997.0,0.18169398907103826
117.5,37.7,683.6,239.9,1038.2,running,1265.985864849999,798.3000000000001,0.3116710875331565
103.6,36.9,174.9,109.7,1030.3,walking,1050.7817042564075,920.5999999999999,0.28075880758807586
94.4,36.9,311.8,163.3,981.7,walking,1042.8907037652602,818.4000000000001,0.25582655826558265
148.7,37.1,848.0,209.1,1071.8,running,1382.599743237355,862.6999999999999,0.4008086253369272
97.6,37.0,294.4,158.1,1021.5,walking,1074.7693799136632,863.4,0.26378378378378375
73.8,36.9,189.6,110.6,1021.3,walking,1044.621563055253,910.6999999999999,0.19999999999999998
127.8,37.6,480.6,364.2,1085.0,running,1241.3069725092178,720.8,0.3398936170212766
124.0,37.7,469.0,372.8,1039.6,running,1199.87874387373,666.8,0.32891246684350134
103.7,37.2,200.0,117.1,994.7,walking,1021.3424988709713,877.6,0.27876344086021504
80.4,36.8,129.4,69.8,1039.1,walking,1049.4499559292954,969.3,0.21847826086956523
57.6,36.4,45.7,22.3,959.3,sitting,960.6467977357755,937.0,0.15824175824175823
73.5,36.4,88.0,-30.2,952.3,sitting,956.8340138184888,982.5,0.20192307692307693
71.3,36.3,69.4,-24.5,990.7,sitting,993.429967335393,1015.2,0.19641873278236913
147.3,37.1,742.4,257.2,1129.7,running,1376.05657223822,872.5,0.39703504043126686
65.1,36.5,71.1,3.2,998.8,sitting,1001.3325571457266,995.5999999999999,0.17835616438356164
98.2,37.0,151.9,60.1,999.1,walking,1012.3667467869537,939.0,0.2654054054054054
60.6,36.5,56.7,-0.3,953.8,sitting,955.4838669490971,954.0999999999999,0.166027397260274
63.3,36.6,61.2,2.3,975.2,sitting,977.1211644417492,972.9000000000001,0.17295081967213113
85.4,36.8,267.6,59.0,1021.2,walking,1057.3269125488107,962.2,0.23206521739130437
134.2,37.5,458.6,205.2,1088.8,running,1199.1273660458257,883.5999999999999,0.3578666666666666
142.8,37.1,496.1,209.6,1053.7,running,1183.3558467341934,844.1,0.3849056603773585
87.2,36.7,199.3,55.1,1039.5,walking,1059.8663830879816,984.4,0.23760217983651227
153.0,37.5,837.7,340.6,1185.1,running,1490.7084423186177,844.4999999999999,0.408
77.0,36.1,74.9,-6.5,1000.6,sitting,1003.4204602259215,1007.1,0.21329639889196675
144.7,37.9,554.4,333.5,1008.7,running,1198.3560823060898,675.2,0.3817941952506596
155.2,37.7,543.8,372.9,1064.5,running,1252.1713540885687,691.6,0.41167108753315645
84.4,36.7,208.9,171.5,1022.3,walking,1057.4255292927253,850.8,0.22997275204359674
74.5,36.4,75.6,25.3,987.7,sitting,990.9120748078509,962.4000000000001,0.20467032967032966
91.8,36.9,130.2,63.9,1010.3,walking,1020.6573078168793,946.4,0.24878048780487805
55.6,36.0,106.7,19.2,983.5,sitting,989.4573159060476,964.3,0.15444444444444444
139.2,37.5,551.2,291.8,1025.6,running,1200.3433008935401,733.8,0.3712
147.9,37.6,718.2,325.8,1177.1,running,1416.8702445884026,851.3,0.39335106382978724
89.6,36.9,264.5,66.8,981.2,walking,1018.4183472424287,914.4000000000001,0.24281842818428181
103.8,36.9,191.4,124.5,1005.5,walking,1031.0986664718366,881.0,0.2813008130081301
72.0,36.5,99.9,-14.5,971.9,sitting,977.1283794875676,986.4,0.19726027397260273
131.5,37.2,652.0,367.8,1131.9,running,1357.0476962877908,764.1000000000001,0.353494623655914
127.2,37.7,599.0,217.1,1067.8,running,1243.4348595724666,850.6999999999999,0.3374005305039788
58.0,36.5,43.8,22.0,981.2,sitting,982.4234728466131,959.2,0.1589041095890411
74.5,37.1,304.5,53.3,1021.2,walking,1066.9632514758885,967.9000000000001,0.20080862533692723
145.0,37.8,487.8,246.1,1138.8,running,1263.0833266257614,892.6999999999999,0.3835978835978836
67.4,36.6,48.0,16.9,977.4,sitting,978.7238476710373,960.5,0.18415300546448088
147.6,37.5,693.4,294.6,1167.9,running,1389.8140631034066,873.3000000000001,0.3936
101.1,36.8,190.6,87.1,1029.4,walking,1050.5137457453854,942.3000000000001,0.2747282608695652
94.7,37.2,205.8,173.9,994.4,walking,1030.2554100804325,820.5,0.2545698924731183
55.2,36.1,97.6,-21.2,983.1,sitting,988.1603159406878,1004.3000000000001,0.15290858725761775
102.6,37.0,290.7,44.7,979.9,walking,1023.087772383191,935.1999999999999,0.2772972972972973
62.2,36.6,71.2,-27.0,955.5,sitting,958.5294413840401,982.5,0.16994535519125684
125.2,37.4,730.7,301.8,1199.1,running,1436.2613063088486,897.3,0.33475935828877007
68.9,36.5,40.9,10.1,957.5,sitting,958.4263508480972,947.4,0.18876712328767126
94.7,37.0,305.9,170.9,979.0,walking,1039.8185514790548,808.1,0.25594594594594594
105.4,36.7,184.7,98.3,1011.4,walking,1032.8150560482743,913.1,0.28719346049046324
130.6,37.3,843.6,391.0,1160.2,running,1486.8106806180806,769.2,0.35013404825737265
86.4,37.1,152.6,147.8,997.9,walking,1020.2627161667724,850.0999999999999,0.23288409703504045
85.4,36.8,274.6,132.8,984.2,walking,1030.383734343667,851.4000000000001,0.23206521739130437
137.1,37.3,453.5,331.8,1102.6,running,1237.529898628716,770.8,0.3675603217158177
88.8,36.7,275.6,122.5,1005.5,walking,1049.758000683967,883.0,0.24196185286103541
76.6,36.9,142.3,41.3,1025.1,walking,1035.753344189629,983.8,0.20758807588075878
103.1,37.1,128.4,162.6,1033.2,walking,1053.7682667455877,904.8000000000001,0.2778975741239892
65.2,36.1,43.4,17.4,977.5,sitting,978.6176832655334,960.1,0.18060941828254848
125.4,37.4,706.2,319.9,1136.3,running,1375.5842904017188,816.4,0.33529411764705885
76.3,36.7,73.7,7.4,963.3,sitting,966.1435400601713,955.9,0.20790190735694822
118.7,37.5,608.6,382.9,1129.8,running,1339.1991674131223,746.9,0.31653333333333333
96.0,36.8,257.7,134.1,1021.7,walking,1062.1972462777335,887.6,0.2608695652173913
120.4,37.6,518.6,260.1,1101.5,running,1244.949886541623,841.4,0.3202127659574468
60.4,36.4,95.2,32.3,997.8,sitting,1002.8515194185029,965.5,0.16593406593406593
67.3,36.5,42.3,-1.6,955.8,sitting,956.73689695757,957.4,0.1843835616438356
67.3,36.1,99.7,-17.1,983.5,sitting,988.6883988395939,1000.6,0.18642659279778392
131.4,37.2,502.7,335.9,1174.3,running,1320.8014953050288,838.4,0.35322580645161294
125.5,37.3,750.5,298.4,1043.1,running,1319.2234154986788,744.6999999999999,0.33646112600536193
82.1,36.9,122.2,46.5,996.1,walking,1004.6443649371653,949.6,0.2224932249322493
67.2,36.0,46.6,-4.9,974.8,sitting,975.9255145757794,979.6999999999999,0.18666666666666668
59.1,36.2,91.7,-2.4,972.6,sitting,976.9162758394395,975.0,0.1632596685082873
137.5,37.8,556.3,283.8,1178.6,running,1333.8328568452644,894.8,0.3637566137566138
87.2,36.7,204.6,109.2,1031.1,walking,1056.8599765342615,921.8999999999999,0.23760217983651227
151.3,37.4,541.8,367.9,1146.5,running,1320.3635484214187,778.6,0.4045454545454546
143.1,37.2,772.0,393.7,1059.6,running,1368.8447136180203,665.8999999999999,0.3846774193548387
142.0,37.4,497.5,256.0,1049.2,running,1189.059666290973,793.2,0.37967914438502676
66.1,36.6,94.9,3.8,980.2,sitting,984.7905817989935,976.4000000000001,0.18060109289617485
117.5,37.4,474.1,223.7,1040.2,running,1164.8298330657574,816.5,0.3141711229946524
122.7,37.6,813.7,272.6,1149.7,running,1434.6527593811682,877.1,0.32632978723404255
157.5,37.6,635.2,244.9,1187.0,running,1368.3654665329727,942.1,0.41888297872340424
65.0,36.5,99.1,-10.4,958.0,sitting,963.1681940346659,968.4,0.1780821917808219
66.9,36.4,43.6,-23.5,950.5,sitting,951.7896091048693,974.0,0.1837912087912088
70.8,36.6,86.2,4.6,986.7,sitting,990.4688233356969,982.1,0.19344262295081965
156.7,37.8,737.1,256.7,1176.0,running,1411.4486529803344,919.3,0.4145502645502645
89.3,37.0,261.8,51.0,1028.8,walking,1062.8121564980333,977.8,0.24135135135135136
128.8,37.6,636.0,245.4,1033.0,running,1237.6615692506575,787.6,0.34255319148936175
88.2,37.1,243.3,135.3,1009.5,walking,1047.1825199075852,874.2,0.23773584905660378
85.8,37.0,165.5,164.7,998.1,walking,1025.0463160267443,833.4000000000001,0.23189189189189188
138.8,37.3,590.1,367.1,1112.3,running,1311.5607915762043,745.1999999999999,0.372117962466488
59.5,36.5,82.1,-28.5,978.3,sitting,982.1525085240072,1006.8,0.16301369863013698
83.6,36.9,306.1,80.5,995.6,walking,1044.6993921698243,915.1,0.22655826558265582
70.2,36.5,105.4,-18.8,959.2,sitting,965.1565883316551,978.0,0.19232876712328767
101.2,36.9,209.1,75.7,1000.5,walking,1024.9163624413459,924.8,0.2742547425474255
69.8,36.8,72.5,6.6,978.4,sitting,981.1046682184323,971.8,0.18967391304347825
71.9,36.3,90.7,-13.9,964.5,sitting,968.8549685066388,978.4,0.19807162534435263
139.7,37.3,767.7,246.0,1137.6,running,1394.2786844816928,891.5999999999999,0.37453083109919566
119.6,37.2,785.2,246.6,1041.3,running,1327.2740071288972,794.6999999999999,0.321505376344086
104.4,36.6,198.7,110.8,1046.7,walking,1071.1392159752158,935.9000000000001,0.28524590163934427
142.1,37.3,668.9,275.4,1013.0,running,1244.7655883739717,737.6,0.3809651474530831
88.6,37.1,182.8,83.5,1035.7,walking,1055.0178102762059,952.2,0.23881401617250672
152.2,37.3,782.9,312.9,1153.4,running,1428.695341911634,840.5000000000001,0.4080428954423592
63.4,36.6,102.6,-15.3,1000.0,sitting,1005.3660278724361,1015.3,0.173224043715847
68.5,36.5,81.1,9.0,990.2,sitting,993.5563647825925,981.2,0.18767123287671234
148.6,37.3,645.0,351.1,1075.5,running,1302.3042885593213,724.4,0.3983914209115281
96.3,37.0,320.0,83.8,1014.9,walking,1067.447633375989,931.1,0.2602702702702703
68.5,36.5,51.9,-4.9,970.0,sitting,971.399824994837,974.9,0.18767123287671234
88.5,36.8,144.2,65.2,989.0,walking,1001.5815892876626,923.8,0.24048913043478262
137.4,37.7,796.4,202.6,1155.6,running,1417.995444280411,952.9999999999999,0.36445623342175065
121.2,37.2,728.0,327.3,1155.7,running,1404.5468237121893,828.4000000000001,0.3258064516129032
79.6,36.6,292.8,153.5,990.4,walking,1044.1198446538597,836.9,0.2174863387978142
64.3,36.3,58.7,28.4,972.6,sitting,974.7835708504734,944.2,0.1771349862258953
75.9,36.7,167.9,79.3,1000.3,walking,1017.3883181951717,921.0,0.20681198910081747
87.5,36.8,246.4,137.0,1030.2,walking,1068.0795850497284,893.2,0.23777173913043478
92.7,36.8,198.8,159.0,993.5,walking,1025.5947981537347,834.5,0.2519021739130435
90.0,36.8,233.6,80.0,1021.2,walking,1050.627621947948,941.2,0.24456521739130435
138.4,37.6,561.4,264.0,1186.5,running,1338.8981327942765,922.5,0.36808510638297876
118.5,37.7,656.6,257.6,1093.4,running,1301.1552098039651,835.8000000000001,0.31432360742705573
80.9,36.6,216.3,125.2,1016.2,walking,1046.4813280704057,891.0,0.22103825136612024
94.1,36.8,183.0,124.5,1038.0,walking,1061.3355972547045,913.5,0.25570652173913044
76.0,36.3,51.1,-29.7,979.4,sitting,981.1817670544026,1009.1,0.209366391184573
77.9,36.9,327.4,94.5,996.0,walking,1052.6808680697109,901.5,0.21111111111111114
73.4,36.7,41.8,-18.0,950.3,sitting,951.3891580210487,968.3,0.2
152.4,37.5,607.6,294.4,1170.3,running,1351.0925986030713,875.9,0.40640000000000004
137.3,37.6,775.9,237.7,1162.4,running,1417.6374219101301,924.7,0.3651595744680851
62.4,36.8,72.1,-0.3,957.7,sitting,960.4102196457512,958.0,0.16956521739130434
153.6,37.6,645.3,265.0,1020.6,running,1236.2287207470954,755.6,0.4085106382978723
72.8,36.6,110.5,18.6,964.8,sitting,971.2853597167003,946.1999999999999,0.1989071038251366
92.3,37.1,252.9,90.1,1036.5,walking,1070.7047538887646,946.4,0.24878706199460915
59.7,36.7,59.3,-17.8,976.1,sitting,978.0616238254112,993.9,0.16267029972752045
83.3,37.1,132.7,156.2,979.7,walking,1000.9094964081419,847.0,0.22452830188679246
63.8,36.3,46.8,-7.3,957.8,sitting,958.9704739980267,965.0999999999999,0.17575757575757575
82.1,37.0,179.0,135.5,1036.1,walking,1060.1436034802077,900.5999999999999,0.22189189189189187
152.9,37.1,827.0,350.1,1188.7,running,1489.8008927370126,838.6,0.41212938005390837
131.3,37.6,574.9,214.6,1138.2,running,1293.0825225019476,923.6,0.3492021276595745
156.6,37.5,494.7,301.3,1070.4,running,1217.0726929809905,769.1000000000001,0.41759999999999997
54.4,36.3,81.0,-26.4,975.2,sitting,978.9141944011232,1001.6,0.14986225895316804
149.2,37.2,662.5,397.4,1170.5,running,1402.4632829418388,773.1,0.4010752688172043
57.7,36.9,105.7,2.8,991.5,sitting,997.1221489867728,988.7,0.15636856368563687
133.7,37.7,644.7,378.4,1180.6,running,1397.369317682337,802.1999999999999,0.3546419098143236
70.5,36.4,48.3,12.6,978.1,sitting,979.3728911910928,965.5,0.1936813186813187
71.1,36.8,47.9,3.9,995.7,sitting,996.8591224440894,991.8000000000001,0.19320652173913042
119.5,37.7,603.6,357.4,1069.5,running,1279.0222711118051,712.1,0.3169761273209549
117.6,37.2,829.1,397.1,1073.2,running,1413.1006545890493,676.1,0.3161290322580645
64.0,36.5,84.7,-17.1,959.9,sitting,963.7813600604652,977.0,0.17534246575342466
150.7,37.3,705.3,245.1,1143.7,running,1365.859359524252,898.6,0.4040214477211796
95.2,37.1,340.3,98.2,1035.7,walking,1094.587511348453,937.5,0.25660377358490566
74.4,36.5,89.2,23.9,971.6,sitting,975.9786934149741,947.7,0.20383561643835618
73.4,36.4,77.3,-4.1,969.7,sitting,972.7847603658273,973.8000000000001,0.20164835164835165
76.9,36.8,107.7,13.9,960.3,sitting,966.4205037146097,946.4,0.20896739130434785
75.4,36.5,95.6,-30.9,971.0,sitting,976.1839836834039,1001.9,0.20657534246575343
123.5,37.7,707.8,279.8,1091.9,running,1330.9825280596285,812.1000000000001,0.3275862068965517
144.7,37.2,744.4,206.3,1007.8,running,1269.7841903252693,801.5,0.38897849462365586
59.3,36.4,71.6,27.2,981.7,sitting,984.6833450404247,954.5,0.16291208791208792
116.8,37.3,704.0,226.0,1164.1,running,1379.0651942529764,938.0999999999999,0.3131367292225201
94.1,36.7,341.7,158.8,1036.7,walking,1103.0517757566959,877.9000000000001,0.2564032697547684
57.3,36.5,93.3,12.0,952.0,sitting,956.6362370305653,940.0,0.156986301369863
96.6,36.8,263.3,140.4,994.9,walking,1038.68429274732,854.5,0.2625
94.2,36.7,317.0,174.4,1044.9,walking,1105.7668696429644,870.5000000000001,0.2566757493188011
126.8,37.5,509.7,389.9,1153.6,running,1320.0791870187181,763.6999999999999,0.33813333333333334
157.0,37.7,652.1,265.1,1147.5,running,1346.205285236988,882.4,0.41644562334217505
71.8,36.4,81.0,-13.6,967.2,sitting,970.6811010831518,980.8000000000001,0.19725274725274725
135.3,37.1,605.3,388.5,1066.2,running,1286.1192712964066,677.7,0.3646900269541779
56.2,36.1,58.5,-18.2,999.5,sitting,1001.3759234173748,1017.7,0.15567867036011082
79.3,36.9,236.7,131.5,1046.3,walking,1080.7695545304744,914.8,0.2149051490514905
59.5,36.1,58.0,28.8,988.1,sitting,990.2196978448773,959.3000000000001,0.16481994459833796
81.1,36.9,309.3,132.7,1040.4,walking,1093.4843117301684,907.7,0.2197831978319783
76.7,36.0,85.4,29.4,975.5,sitting,979.6722768354732,946.1,0.21305555555555555
78.4,36.8,329.0,122.4,1019.1,walking,1077.86250050737,896.7,0.21304347826086958
101.3,36.8,325.8,179.7,1040.1,walking,1104.647337388725,860.3999999999999,0.2752717391304348
68.7,36.2,111.1,-19.6,985.4,sitting,991.8369472851875,1005.0,0.18977900552486188
86.3,36.8,155.4,61.8,1010.2,walking,1023.949432345172,948.4000000000001,0.23451086956521738
74.7,36.2,70.6,-30.6,963.5,sitting,966.5676230869726,994.1,0.206353591160221
64.1,36.6,98.4,17.6,987.4,sitting,992.4470162179944,969.8,0.1751366120218579
76.2,36.3,101.3,6.3,991.3,sitting,996.4823480624231,985.0,0.20991735537190084
76.4,36.5,311.2,113.9,1035.7,walking,1087.425004310642,921.8000000000001,0.2093150684931507
148.6,37.3,523.4,294.2,1058.2,running,1216.6710483939362,764.0,0.3983914209115281
96.2,36.9,163.3,66.6,1002.8,walking,1018.1897121853077,936.1999999999999,0.26070460704607046
139.9,37.3,599.8,218.7,1123.6,running,1292.310601210096,904.8999999999999,0.37506702412868637
77.1,36.5,51.7,-21.8,970.2,sitting,971.8210586316804,992.0,0.21123287671232877
115.6,37.6,633.6,303.0,1015.3,running,1234.5412305791976,712.3,0.30744680851063827
97.1,36.9,304.1,175.0,1015.2,walking,1074.1195696941752,840.2,0.26314363143631436
155.9,37.4,599.3,348.9,1067.4,running,1272.88430739011,718.5000000000001,0.4168449197860963
137.9,37.5,583.5,382.9,1118.8,running,1318.6349381083453,735.9,0.36773333333333336
64.6,36.8,90.1,4.9,956.7,sitting,960.9458413459107,951.8000000000001,0.17554347826086955
77.7,36.3,85.2,-6.6,964.4,sitting,968.1786818557822,971.0,0.2140495867768595
139.7,37.4,519.2,238.2,1065.7,running,1209.1419974510852,827.5,0.37352941176470583
99.0,36.7,170.2,156.1,1044.4,walking,1069.6291927579389,888.3000000000001,0.26975476839237056
64.1,36.2,49.6,8.2,982.8,sitting,984.0849760056293,974.5999999999999,0.1770718232044199
74.2,36.7,238.5,45.4,1016.0,walking,1044.604906172664,970.6,0.2021798365122616
133.3,37.1,582.3,229.5,1057.7,running,1229.01294948426,828.2,0.3592991913746631
